UserId,NofCheckins
11103063,7
11720960,9
11095563,2
11743436,4
10677350,2
11609093,2
10918509,9
11193536,11
10709982,5
11585120,6
10909681,54
11411973,31
11784650,2
11300183,9
11008905,9
11270038,1
11026169,9
11102917,16
10839205,7
10830377,41
10699972,14
11028948,1
11831445,5
11553593,1
10708554,1
11435754,3
10996439,1
11138082,1
11641579,5
11766181,2
11301242,4
11817551,3
11543683,10
10939880,1
10953651,1
10931175,7
11610398,3
11501018,3
11787452,3
11564954,5
10721366,2
11590209,3
11776214,2
11443131,8
10707226,4
11017587,2
10657307,2
11311398,5
11226191,6
11138328,4
11194887,9
11487247,12
11244806,6
11708294,4
11356473,1
10698644,4
10963684,3
11148115,3
10908453,2
10696111,8
11828789,7
11458476,11
11302816,11
11180870,1
10765113,16
11345358,85
10806696,3
10710005,31
11005021,15
11170714,1
11787575,11
11784796,8
10938552,7
10666012,17
10719915,3
11272594,31
11762074,30
11202264,6
10889830,35
10694038,16
11168281,24
10872850,2
10684635,7
10780788,65
11800087,1
11702606,3
11315789,1
10978062,1
11023690,2
11725420,4
11703780,1
11433321,2
10753729,1
10708777,1
11323603,3
11610544,2
11519395,3
11497257,1
10861443,3
11325192,2
11506660,5
11816154,7
11135234,2
11715187,8
11048484,2
11533719,31
10819408,1
10656509,1
10879099,1
11076871,8
11401602,2
11698361,8
11057235,2
10965327,3
11471787,1
11588904,2
10779614,1
11801415,17
11480929,57
11415926,22
11196668,1
11677136,13
10784772,6
10994888,3
11206071,4
11545280,16
11694377,15
11539707,4
11250525,1
11201826,4
11126744,2
10887174,1
10977908,1
10789455,9
10776520,133
10949283,9
11098795,26
11038904,7
11691483,23
11644527,3
11726986,1
11600749,2
11627547,1
11645855,2
11774594,3
10711256,2
10828788,3
11392176,2
11087342,3
11643199,1
11063200,1
11586640,1
10692948,2
11657062,13
11834024,1
10925817,1
11585097,2
11554967,1
10674794,6
10817427,2
10789301,4
11223028,3
11250287,1
11521376,6
11512210,2
11181039,2
10803994,4
11266154,4
11756747,3
11244668,4
11381989,1
11427771,24
10783836,1
11376524,28
11390633,1
11367665,18
11758075,3
10693102,3
11410115,3
10917327,3
11694139,1
11163383,10
10838913,13
11498347,5
11331418,2
11366337,3
11155108,7
11584421,6
11011891,7
10862096,9
11074653,4
11780213,74
11142573,13
10845768,20
10721535,8
11653017,6
10871914,34
11127136,9
10718418,2
10916674,80
11065510,4
10868820,11
11200452,28
11803465,5
11594938,29
11676936,1
11040624,1
11450255,1
11625981,1
11682924,1
11215022,4
10936986,2
10817865,2
11689917,3
10823192,1
11397572,1
11461754,1
11413470,2
11838338,6
11428615,7
11428861,6
10881801,4
11661530,6
11512863,5
10819208,2
11177730,3
10945061,1
10952131,1
11793386,1
11255729,1
11697248,1
10800470,4
11485804,9
11826187,11
10778240,18
10933654,2
11542163,3
10755272,6
10753944,30
10930998,6
11827515,2
11363351,5
10818126,5
11742200,19
11242994,1
11785809,15
10919783,26
10865880,4
10798206,32
11250087,25
11283088,7
10790829,40
11573690,1
11837156,3
11603359,2
11613392,1
11443162,1
11764515,1
11534111,2
11367865,1
11110202,1
11418866,2
10792587,2
11787544,9
10918701,1
11715579,3
11444490,1
10915492,3
11581965,2
11515373,14
11593756,15
11531148,2
11127182,5
11377898,2
11242058,1
11642692,42
11825795,3
11246042,6
11562329,1
10725995,2
11051639,14
11540689,4
11561653,2
11347024,1
11379533,6
10931390,1
11102579,4
11183495,1
11068988,1
11667295,5
11114186,6
10699941,18
10654436,10
10818801,4
11422850,52
11707956,15
11495737,5
11770564,6
11657262,8
11571686,17
10996800,24
10966747,3
10861689,8
10733088,13
11791766,137
10724183,50
11835882,7
11319527,1
11727830,7
11232125,2
11668815,25
11627355,2
11012037,1
11810412,2
11678556,3
11526880,11
11539461,6
11231787,1
11103761,1
11659910,1
10964091,2
11311114,3
11108344,24
10682723,1
10747987,1
10784588,30
11021241,11
10869488,42
11650806,69
10966056,3
11307506,6
11445196,2
11810788,1
10804224,1
11799642,3
11806804,1
11683438,1
10730731,4
11629581,1
11839175,1
10787244,3
10797323,1
11730133,14
11701746,1
11382849,6
10790161,3
11616585,7
10785916,2
11585542,1
10896286,1
11524523,1
11187057,1
11184401,2
11412564,1
10736304,2
11381260,9
10695182,5
11429544,6
11534341,2
11440951,38
11370114,5
11477828,2
10682447,1
11776828,13
11240914,1
11265056,3
11353134,2
10851180,13
10656977,2
11377015,3
11053873,2
11819278,1
10892302,3
10726486,17
11446524,3
11514705,8
10876650,1
11686094,8
10696510,3
11192630,7
11056529,1
10866832,11
11018324,6
10975874,1
10895219,7
11642316,1
10746122,15
11792480,1
10990198,8
11165832,34
11662213,25
11090773,10
10977440,35
11361647,26
11602545,17
11537281,26
11316019,13
11691951,1
10797300,3
11395607,1
11615234,2
11809483,2
11819301,1
11605201,1
11087810,1
11775523,2
11767033,19
10688043,3
11528791,1
11291877,3
11217010,4
10712185,2
11547314,5
10873710,1
11413915,1
11171382,2
11119114,2
10934775,1
11805192,12
10987043,2
11397150,2
11551605,3
11524500,4
11279403,4
10696748,5
11331671,5
11579731,5
11314906,7
11382611,6
11094757,5
11318890,8
11513354,7
11226613,1
11371465,2
11324724,7
11697478,10
11429567,19
11127389,35
10909305,16
10732036,4
10999801,118
10980165,4
10719109,35
10790115,27
10753069,8
10754658,3
11754321,24
11301887,1
11812592,1
11544205,8
11726103,4
11059400,7
11230881,1
11744411,3
11822241,2
11669068,1
10860952,1
10818333,1
11568516,41
11499007,1
10852554,1
11674733,5
11350002,60
11679147,17
11832228,6
11282251,6
11747328,1
11150395,6
11338764,1
11200007,1
10655603,17
11341773,1
11263513,1
10805767,2
11239540,1
11069479,8
11232470,1
10683821,32
11771301,1
11813920,2
10737678,21
10888011,3
10923299,25
10958848,4
11524569,19
11038436,1
10689563,81
10722195,10
11182858,10
11367151,118
10926216,18
11137253,14
10778731,10
10774317,23
10734738,2
10954580,35
11186865,17
11796963,2
11513308,3
11444958,1
11521583,2
11836542,4
11793877,4
11527632,1
11659058,1
11262162,2
11481881,4
11794000,2
10756132,1
11650783,1
11201189,5
10727791,1
11127650,3
11596757,2
11034045,2
11511857,1
10680835,24
11345734,4
11464901,1
11059423,1
11686071,36
11282228,10
11289175,3
11375710,15
10656785,2
10724705,5
11498984,15
10757337,7
10653822,7
10671109,16
11515964,15
11833579,23
11068128,3
11598085,5
11397104,3
11255215,12
10882246,3
10814326,13
11120273,10
11823546,1
11415289,41
11245182,6
11808324,2
11299208,8
11185537,1
11202640,2
11202517,3
11034168,3
10703864,28
11667763,375
11710305,11
11204275,3
10972788,1
10876558,235
11092170,19
11135948,3
11137276,23
11072012,24
11419895,1
11752778,1
11829188,1
11471825,2
11553079,2
11311920,1
11039380,1
11543000,1
11761268,2
11643813,7
11751527,2
10929087,1
11567065,1
10696679,1
11115061,1
10751787,1
11222775,3
11211368,1
11016827,2
10839604,2
11265148,1
11601102,5
11443776,31
10697930,4
10750536,5
11246656,2
11369945,2
10809889,1
11785487,14
10653968,2
11279211,10
11402654,1
11076257,9
11586962,1
11432630,100
10685272,5
11366038,8
10910441,2
11411067,9
10700586,1
10797231,17
11531516,57
10982944,3
11179987,5
10973049,23
10774578,2
10817151,7
10727960,12
10785847,47
11008314,7
10751887,8
11479087,1
11810934,6
11805284,14
11589641,5
11544566,4
11687568,4
11507735,2
11279311,1
11742676,1
10717804,2
10719470,13
11402554,1
11260665,1
11258040,1
11596803,19
11269370,5
10907762,4
11282182,1
10910541,4
10929033,2
10919246,34
10839965,25
11479302,4
11388568,3
11313486,2
11206885,3
10882292,2
10975805,4
11064873,11
10961696,3
10730585,5
11434971,3
11568370,3
11480630,59
11337290,17
11235195,2
11005781,1
11343124,22
11673551,11
11177431,2
10842498,2
11666266,2
10683967,4
10927736,2
10753092,3
11090896,9
11075029,10
11419872,187
10852316,4
11214262,19
10906411,14
10917895,4
11178782,7
11762811,7
11313294,31
11741417,3
11494171,4
11100269,7
11341013,4
11074799,2
11760877,1
11738899,3
10889922,1
11241528,1
11492843,12
11261348,5
10690300,1
11726164,2
11088370,5
10745823,14
11254601,1
11122407,57
11153788,4
10795097,70
11807157,16
11227803,6
10944217,41
11077401,24
11059745,4
11360595,3
11285544,39
11131212,5
11814634,1
11674073,3
11090090,1
11067122,1
11491615,1
11736343,1
11550922,2
11359759,4
11419066,3
10767907,1
10684489,1
10999694,2
11032111,1
11520577,13
11838438,2
11112228,3
11537895,2
11821919,3
11572070,5
11091418,2
11341113,1
11756163,6
10725611,10
10673374,2
11398754,3
10871330,2
10806066,2
11029455,2
10835827,1
11653761,12
11099877,2
11460188,28
11601831,1
10825050,2
11581021,65
11529282,4
10970677,5
11760485,37
10756792,1
10994481,15
11024826,1
11502976,21
11167459,3
10946481,11
10805874,8
10760676,10
10754528,16
11150096,11
10695412,5
11518021,4
11068258,2
11746522,1
11430035,3
11605761,5
11824767,51
11318491,30
10869810,1
11036041,2
10691674,1
11690255,1
11353364,19
11484384,5
11288100,1
10837839,2
10881217,3
11020404,1
11156244,2
11549156,14
11011745,6
11305510,34
11230751,1
10693002,1
11516939,7
11671517,9
11262968,5
10954304,1
11407313,2
11296015,1
11284116,1
11460334,6
11327986,1
10936648,4
10658965,2
11539661,7
10794805,12
11607335,9
11626073,7
11342049,9
11675009,7
11121125,8
11098649,5
11635814,6
11252981,14
10793723,4
10858987,2
11011991,4
11190373,2
10879889,3
11734125,2
10726885,2
10681687,15
10660393,97
11122553,7
10671508,1
11030829,20
11756455,13
11315935,134
11713913,1
11278213,1
11726602,4
11437758,2
11639698,1
11528400,1
11629665,9
11560663,132
11361133,1
11658436,1
11706290,33
11451529,2
11506760,14
11288246,2
11262032,2
11130176,2
11494071,4
11517039,11
10827414,8
10715624,17
10714542,10
10770855,1
11496727,2
11516547,5
11547974,5
10669098,4
11244376,1
11109864,1
11151324,7
11111192,5
10935466,1
11195440,9
11087388,7
10978254,1
11167751,3
10848808,2
10933892,13
10866464,1
10847480,17
11231933,7
11252835,5
11373330,13
10693961,59
10887666,65
10926132,16
10872275,62
11080541,4
11175520,1
10703542,1
11590155,3
11379802,1
11517729,3
11771362,1
11787275,2
10714688,1
11692035,3
11274744,2
10662918,2
10831651,2
11536298,28
11387201,2
10687890,1
10883919,1
11548274,2
11668984,3
11323526,2
11707687,6
11697110,1
11325945,4
11395691,8
11256436,27
10677811,2
11390118,2
11169686,2
11269171,13
10934622,3
11395454,2
10897745,1
11631277,2
11074968,4
11820974,1
11287479,5
11453556,3
10726593,27
10855034,12
10980487,6
10655258,10
10903816,6
11103094,4
10855532,3
10709613,19
11125908,3
11640597,79
11502907,46
10852378,18
11135964,4
11814880,1
11153442,6
10916528,9
11689356,13
11026707,1
11513009,2
11590747,6
10760032,1
11664501,1
11524370,3
10756546,2
11579601,3
11107316,1
10878369,2
11753907,1
11547682,1
11031404,1
11017387,1
11446915,1
11374704,5
11353218,3
10730861,3
11442409,6
11582257,7
10733234,1
11443952,9
11079190,1
11258285,8
11358554,15
10937301,6
10677788,2
11267605,1
11583800,2
11294618,3
11243678,7
11654683,32
10710420,4
11341857,22
11212872,4
11086137,14
11061380,1
11617760,5
11232815,43
11666044,14
11473430,17
10965619,2
10894874,11
10698160,1
10682102,11
11076081,33
10807463,4
10733211,1
10689172,3
11653117,3
11524937,6
11667441,2
11785234,4
10818701,5
10863570,2
11599758,1
10753108,1
11332800,1
10930331,1
10933248,4
10958549,1
11552565,2
11539999,4
10866226,2
11558138,1
11594185,1
10826032,1
11755258,6
11609247,2
11524178,2
10710489,1
10841017,2
11409302,6
11225178,1
11586525,2
10843673,1
11249987,2
10730555,10
11829679,1
11616501,2
10799803,1
11683499,13
11590770,44
11316579,4
11706405,54
11076748,1
11794222,10
11229921,2
11479309,8
11074092,16
11398823,3
11295923,9
11191624,3
11426451,5
11189629,1
11642469,41
11276287,4
11009489,17
11711388,33
11120618,2
11133353,1
11193874,1
10800393,2
10886882,9
11629734,19
10883636,11
11235494,35
11597456,21
10907133,6
11237437,1
11593472,5
11229522,61
11575816,264
11791920,38
11599620,13
11305357,3
11367965,5
10793531,4
10871484,4
11174437,5
11071598,10
11365907,22
11532430,6
11599022,1
11717851,3
11640980,1
11115376,1
10787236,3
11238373,1
11688090,2
11556234,1
11280823,1
11774656,3
11236707,9
11533266,2
10938414,2
11091080,1
10959224,1
11298479,18
10942398,11
11176656,2
10831352,9
11116550,1
11562191,13
11611127,1
11675401,24
11081047,1
11299807,36
10929371,1
11288200,3
10871822,4
11249734,11
11751688,14
11458461,7
11380262,21
10982192,1
11506960,2
11340130,20
11050948,9
11138190,2
11289528,27
11263505,4
11456795,1
11214231,1
11665122,12
11057243,2
11400574,1
10774547,14
10929563,1
11047356,149
11041353,11
10887021,6
11168143,12
11115276,15
11750506,4
11730440,5
11743175,6
11764815,1
10741938,1
10872958,1
11523333,6
11798360,1
10985830,1
11686570,36
11479709,1
11347853,2
11752080,11
10732197,1
11601240,1
11283671,7
11533320,1
10973433,2
11205426,3
10972351,1
11498447,5
11458315,1
11028372,9
11808439,13
11464318,5
11498201,4
11102879,1
11772982,3
11027044,1
10775231,2
11355184,6
11292084,4
10755165,4
11378988,1
11611319,20
11745585,12
10843987,8
11567695,32
11006978,4
11608909,5
11156490,17
11238719,96
11096292,2
11394133,4
11179212,2
11136178,3
11102633,8
10784726,2
11113702,7
10893860,67
10697232,2
11181868,18
10719608,77
10830070,176
10895580,7
11102487,2
10688181,2
10961926,53
11783161,1
11815916,2
11655535,1
11586287,1
11598484,1
11665322,1
11685388,1
11008452,3
11676683,1
11520777,7
11700241,13
11225884,1
11774456,7
11628829,2
11838638,1
11333936,1
11105143,2
11169325,13
11820982,10
10940778,13
11216933,3
11642354,2
10687099,4
11303591,1
10970631,1
11776866,2
11530810,2
11290902,1
11028518,1
11397872,1
11337674,2
11269508,2
11267098,7
11525843,3
11708110,8
10916482,1
10926761,8
10992271,1
11839474,15
10974615,4
11282197,23
11289574,15
10808922,2
11347461,78
11786063,2
11215851,4
11760685,12
10799971,4
10993353,1
11828605,18
11575762,16
11380462,1
11052322,4
11523433,70
11322329,84
11729258,3
11796932,1
11808293,14
10844955,6
11057964,8
10873840,7
11175757,6
10832457,3
11124556,37
11676952,1
11497073,1
11592550,1
10901966,2
11213962,2
11649324,9
11644320,1
11492828,3
11562076,2
11206302,1
10924282,8
11735315,3
11725734,1
11359881,4
11582234,3
11482749,1
11575072,1
10663226,2
11495484,3
11645909,8
11531531,9
11610360,4
11779591,2
11648565,9
10865089,6
11444544,1
10883658,6
10759794,10
11369960,16
10768782,4
10683882,2
11113410,2
11283471,11
11515381,2
11718335,4
10706435,5
10730316,2
11528875,5
11401264,4
11671379,9
11267321,5
11668723,13
10812560,9
11162761,3
11287218,9
11759196,11
11797401,2
11543768,8
11372379,1
11754121,110
10875998,3
10870425,1
10876496,5
11826286,24
11216120,10
11331257,1
11626510,17
10927199,3
11064628,2
10944677,4
11180832,11
11480093,3
10708854,9
11024004,5
10824797,1
11118983,6
11385114,346
11748548,2
10907823,31
10779453,166
10769850,140
10695051,4
10795320,96
10754198,13
11782033,3
11560986,2
11218184,2
11827852,1
10795818,2
11813835,1
11668700,1
11742952,1
11742239,6
11834301,7
11289282,1
10727185,4
11325400,2
11501341,9
10985776,2
11729956,4
11118960,16
11073639,2
11355659,15
11255107,9
11433114,2
11367020,1
11489058,13
11800839,3
